feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria),0.27321028964345,8.39916831978743,1.52143161913505,0.128802544627257,0.41881775172212,-6.79771885475111,4.19e-01,1.29e-01
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",1.09111355594279,5.66707907323667,1.51706864065125,0.129900173650335,0.41881775172212,-5.81821400294803,4.19e-01,1.30e-01
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.244503257830728,8.66983341890701,1.51540493274707,0.130320638926316,0.41881775172212,-6.96063730056273,4.19e-01,1.30e-01
PWY-6641: superpathway of sulfolactate degradation,-0.43845980146041,-5.02548331891822,-1.5131338895633,0.130896303795859,0.41881775172212,-5.47735499202505,4.19e-01,1.31e-01
PWY-5677: succinate fermentation to butanoate,2.24322786817334,0.561476425014335,1.50646335761646,0.132598594762999,0.41881775172212,-4.66452458333721,4.19e-01,1.33e-01
PWY-6936: seleno-amino acid biosynthesis (plants),0.465452615834684,7.40026625601522,1.50588603368924,0.13274673021594,0.41881775172212,-6.3694319018741,4.19e-01,1.33e-01
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",3.24055200077944,-1.27392042778857,1.50565862689724,0.132805115763174,0.41881775172212,-4.54395357785002,4.19e-01,1.33e-01
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,0.316052239674853,8.95752645548982,1.50423118855292,0.133172058982336,0.41881775172212,-7.19603682496548,4.19e-01,1.33e-01
PHOTOALL-PWY: oxygenic photosynthesis,-0.435926916890917,-5.04767768539782,-1.50410065484173,0.133205653764835,0.41881775172212,-5.49242709629244,4.19e-01,1.33e-01
PWY-6210: 2-aminophenol degradation,-1.11220285994171,-4.21792509077365,-1.50152008775043,0.133871152573521,0.41881775172212,-5.45795874828554,4.19e-01,1.34e-01
PWY-6583: pyruvate fermentation to butanol I,-0.432502713508578,-5.04816398691517,-1.50077171162829,0.134064632026884,0.41881775172212,-5.48399926638113,4.19e-01,1.34e-01
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate),-0.428222034480456,-5.05928082997285,-1.49666307507254,0.135130714806081,0.41881775172212,-5.48897013329889,4.19e-01,1.35e-01
PWY-5676: acetyl-CoA fermentation to butanoate II,0.555998763526728,5.69004352220563,1.49664283274845,0.135135983373717,0.41881775172212,-5.49914100611051,4.19e-01,1.35e-01
PWY-5308: superpathway of sulfur metabolism (Desulfocapsa sulfoexigens),-0.438763897363994,-5.06243586746082,-1.49465488230789,0.135654172866755,0.41881775172212,-5.49703666246111,4.19e-01,1.36e-01
PWY-6883: pyruvate fermentation to butanol II (engineered),-0.432872807622777,-5.0474025568195,-1.49167552338854,0.136433668760442,0.41881775172212,-5.49709848153702,4.19e-01,1.36e-01
PWY-6060: malonate degradation II (biotin-dependent),-0.451042252895857,-5.05327668221422,-1.49007122591719,0.136854838422899,0.41881775172212,-5.50958431661096,4.19e-01,1.37e-01
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans),-0.439205387713001,-5.06220927294574,-1.48897849802085,0.137142283407047,0.41881775172212,-5.50527106200229,4.19e-01,1.37e-01
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",1.09988838538015,5.01484680189182,1.48177927429308,0.139047748905721,0.42210923774951,-5.55281391557569,4.22e-01,1.39e-01
PWY-5656: mannosylglycerate biosynthesis I,3.00538646595878,-1.44879319737038,1.47721054226846,0.140267550813973,0.423292608965244,-4.59030809931582,4.23e-01,1.40e-01
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation,-0.433685199260776,-5.04569264327335,-1.47159067710926,0.141779299020656,0.425337897061967,-5.52577701060933,4.25e-01,1.42e-01
PWY-6609: adenine and adenosine salvage III,0.289825186408886,9.03296132910043,1.46668332281625,0.143109622233298,0.426818171572994,-7.33076580907746,4.27e-01,1.43e-01
PWY-7270: L-methionine salvage cycle II (plants),-0.458511516660108,-5.05876426071373,-1.45575665948164,0.146106197312244,0.431163018589729,-5.55926616159477,4.31e-01,1.46e-01
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation,-0.434502908733871,-5.04394134495601,-1.45091719691718,0.147448685126898,0.431163018589729,-5.55491860987696,4.31e-01,1.47e-01
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered),-0.438795134350238,-5.04265651425307,-1.44918619754335,0.147931161697545,0.431163018589729,-5.57335479109922,4.31e-01,1.48e-01
PWY-7290: Escherichia coli serotype O86 O-antigen biosynthesis,-0.454520062892386,-5.01553424901042,-1.44678874292628,0.14860139477603,0.431163018589729,-5.56820726718318,4.31e-01,1.49e-01
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,0.65820442496503,5.07908336694695,1.44610305755045,0.148793512297632,0.431163018589729,-5.51006738586616,4.31e-01,1.49e-01
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II,-0.444478366722699,-5.05844391510896,-1.43636817587345,0.151541624480569,0.436645358672827,-5.58311588329509,4.37e-01,1.52e-01
"PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)",-0.425033615254545,-5.06243586746082,-1.42680086540272,0.154280050446473,0.442038346784839,-5.59753943991864,4.42e-01,1.54e-01
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",-2.77248211018831,0.969904809912814,-1.42300926509282,0.155375686972295,0.442690504781398,-4.60848321894892,4.43e-01,1.55e-01
PWY-6731: starch degradation III,1.49546712745802,4.0198426700491,1.41725584868446,0.15704952075559,0.444973642140838,-5.45158344593904,4.45e-01,1.57e-01
PWY-7224: purine deoxyribonucleosides salvage,-0.438853003624841,-5.04802672504978,-1.41315227341483,0.158251720800374,0.445902638719287,-5.61792109633961,4.46e-01,1.58e-01
LEU-DEG2-PWY: L-leucine degradation I,-0.425304662298443,-5.0618025202759,-1.40787942440083,0.159806721756411,0.447810044482252,-5.6238961414132,4.48e-01,1.60e-01
PWY-2942: L-lysine biosynthesis III,0.216332047439515,8.82661731514256,1.40283644738084,0.161304749177947,0.449537825577884,-7.26798346392109,4.50e-01,1.61e-01
PWY-5097: L-lysine biosynthesis VI,0.234341598107227,8.87225861127367,1.38669110961623,0.166172326948616,0.457795359165443,-7.29992807320009,4.58e-01,1.66e-01
PWY-5647: 2-nitrobenzoate degradation I,-0.476234244192579,-5.01836980280655,-1.38306862893588,0.167279516646307,0.457795359165443,-5.64699721967808,4.58e-01,1.67e-01
PWY-6143: CMP-pseudaminate biosynthesis,2.40424236451563,-0.293524376960906,1.376357167655,0.16934551336085,0.457795359165443,-4.76905535537856,4.58e-01,1.69e-01
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",-0.4762030875389,-5.00690911683608,-1.37577105424879,0.169526844714146,0.457795359165443,-5.66576747525779,4.58e-01,1.70e-01
PWY-6863: pyruvate fermentation to hexanol (engineered),-2.29650162307799,4.60244548465188,-1.37329287646234,0.170295156072817,0.457795359165443,-4.7377987674888,4.58e-01,1.70e-01
PWY-5109: propanoate fermentation to 2-methylbutanoate,-0.425819966341634,-5.0605772293753,-1.37043487617821,0.171184470578635,0.457795359165443,-5.67503095427496,4.58e-01,1.71e-01
PWY-5430: meta cleavage pathway of aromatic compounds,-0.436303715273128,-5.0579427371319,-1.36711784651932,0.172220988098949,0.457795359165443,-5.6740715372799,4.58e-01,1.72e-01
ILEUDEG-PWY: L-isoleucine degradation I,-0.425870678727564,-5.06045453347237,-1.3666409890578,0.172370384643,0.457795359165443,-5.68013610726838,4.58e-01,1.72e-01
PWY-7431: aromatic biogenic amine degradation (bacteria),-0.479818604311763,-5.00251510872149,-1.36622495085831,0.172500806291386,0.457795359165443,-5.67893849009172,4.58e-01,1.73e-01
PWY-1042: glycolysis IV,0.280789625480535,9.20607725269254,1.36268594257673,0.173613226448979,0.457795359165443,-7.62822498298211,4.58e-01,1.74e-01
PWY-6313: serotonin degradation,-0.480917382475393,-5.00226875389335,-1.36101042886618,0.174141764074698,0.457795359165443,-5.68584161252524,4.58e-01,1.74e-01
PWY-5534: propene degradation,-0.491918587060437,-5.02180443402943,-1.35606349683336,0.175709297486329,0.459091471881245,-5.69478882088067,4.59e-01,1.76e-01
GLUTORN-PWY: L-ornithine biosynthesis I,0.346687791021865,8.55285264597237,1.35167945966625,0.177107268627223,0.459091471881245,-7.17985035887898,4.59e-01,1.77e-01
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis,0.303588988672246,9.18874329096704,1.35030014674184,0.177548814880311,0.459091471881245,-7.60781247707856,4.59e-01,1.78e-01
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),0.359463501684701,8.82112200279898,1.3474655384891,0.178458811333472,0.459091471881245,-7.42875433413791,4.59e-01,1.78e-01
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,-3.18209362322832,0.407115487052949,-1.34536406737055,0.179135691969349,0.459091471881245,-4.73298628047349,4.59e-01,1.79e-01
GALLATE-DEGRADATION-I-PWY: gallate degradation II,-0.437818276920591,-5.05962257843377,-1.32740054523563,0.185000039024224,0.469403084091314,-5.72717919170088,4.69e-01,1.85e-01
GALLATE-DEGRADATION-II-PWY: gallate degradation I,-0.437818276920591,-5.05962257843377,-1.32740054523563,0.185000039024224,0.469403084091314,-5.72717919170088,4.69e-01,1.85e-01
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II,4.15557174420335,-4.09854995019141,1.322431369365,0.186647154772225,0.471048471601397,-4.68915545463687,4.71e-01,1.87e-01
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation,-0.438194769582343,-5.05936262066545,-1.31967265361408,0.187566255560346,0.471048471601397,-5.73713038970299,4.71e-01,1.88e-01
P101-PWY: ectoine biosynthesis,-0.438099404724221,-5.04920951777501,-1.3171208862359,0.188419388640559,0.471048471601397,-5.74106956474376,4.71e-01,1.88e-01
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),1.04848619218905,5.44417735428878,1.30548760344103,0.192345147978044,0.478177415083396,-6.14346365393586,4.78e-01,1.92e-01
PWY-5028: L-histidine degradation II,-1.14372780874399,-4.29211076839261,-1.30089423489708,0.193911721045753,0.478177415083396,-5.74726304768098,4.78e-01,1.94e-01
PWY-7391: isoprene biosynthesis II (engineered),3.99682361125573,-3.82866468873567,1.29741352725137,0.195105062830217,0.478177415083396,-4.72640078602296,4.78e-01,1.95e-01
RUMP-PWY: formaldehyde oxidation I,1.62891542881766,2.33434254348797,1.29473587018349,0.19602675313769,0.478177415083396,-5.11899250404439,4.78e-01,1.96e-01
PWY-7400: L-arginine biosynthesis IV (archaebacteria),0.339810860833853,8.81144435485343,1.28784749208821,0.198412537029725,0.478177415083396,-7.46815279865058,4.78e-01,1.98e-01
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),0.340450015211308,8.81372116100229,1.28644369729884,0.198901341804563,0.478177415083396,-7.47325021963354,4.78e-01,1.99e-01
PWY-6107: chlorosalicylate degradation,-0.495940890447126,-5.00881300043693,-1.28553417712026,0.199218509941127,0.478177415083396,-5.77131945882081,4.78e-01,1.99e-01
DENITRIFICATION-PWY: nitrate reduction I (denitrification),2.56873555166518,-4.860103444138,1.285525839714,0.199221419077547,0.478177415083396,-4.77890644334665,4.78e-01,1.99e-01
PWY-5103: L-isoleucine biosynthesis III,0.271270691160639,9.00319253447116,1.28412860309573,0.199709391005419,0.478177415083396,-7.57011972060273,4.78e-01,2.00e-01
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),-0.452134863685532,-5.04515404191719,-1.27376600147724,0.203355788651999,0.479343197904979,-5.79470641490264,4.79e-01,2.03e-01
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,2.73829306945697,-2.1272101613567,1.27167674153798,0.204096811801683,0.479343197904979,-4.76840056034726,4.79e-01,2.04e-01
PWY-5941: glycogen degradation II,-0.468542622592073,-5.04303107273383,-1.27121716564998,0.204260079269502,0.479343197904979,-5.80316255174179,4.79e-01,2.04e-01
HISTSYN-PWY: L-histidine biosynthesis,0.209375941273634,8.62430150286172,1.26925969491322,0.204956551663229,0.479343197904979,-7.27248238459338,4.79e-01,2.05e-01
PWY-5183: superpathway of aerobic toluene degradation,-0.451118934118906,-5.0291440598323,-1.26602317294436,0.206111909876631,0.479343197904979,-5.80014739350692,4.79e-01,2.06e-01
PANTO-PWY: phosphopantothenate biosynthesis I,0.241977606371394,8.42859150081218,1.26578495612532,0.206197134488923,0.479343197904979,-7.1911517372672,4.79e-01,2.06e-01
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast),-1.13007689587743,-4.28279535719759,-1.26328421194083,0.207093352193809,0.479343197904979,-5.80111901186527,4.79e-01,2.07e-01
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),3.0571794658077,-0.286850111815673,1.26155316044299,0.207715385758824,0.479343197904979,-4.87427373220343,4.79e-01,2.08e-01
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle),0.842615749196403,5.3986908727709,1.25613462739497,0.209671258604463,0.479886843609643,-5.75644913073537,4.80e-01,2.10e-01
PWY-5840: superpathway of menaquinol-7 biosynthesis,1.17654664485513,3.77547188992881,1.25568853293213,0.209832874754805,0.479886843609643,-5.60476620343741,4.80e-01,2.10e-01
PWY-5751: phenylethanol biosynthesis,-0.51352876891437,-4.96713468311931,-1.24837160100398,0.212496657801375,0.483809354815631,-5.83809693768786,4.84e-01,2.12e-01
GALACTUROCAT-PWY: D-galacturonate degradation I,-0.557756466318391,5.85362429873243,-1.23648626058806,0.216875678250026,0.487351221760678,-5.53404358317531,4.87e-01,2.17e-01
PWY-101: photosynthesis light reactions,-0.506512290998555,-4.97524654818866,-1.23401249399933,0.217795240715699,0.487351221760678,-5.85509601285511,4.87e-01,2.18e-01
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli),3.31820670712348,-2.23372081004023,1.22846846891828,0.219866301128566,0.487351221760678,-4.82410723468369,4.87e-01,2.20e-01
PWY-5850: superpathway of menaquinol-6 biosynthesis,-3.19236996001589,0.707806631520051,-1.22485100388346,0.221225284230167,0.487351221760678,-4.84585633089939,4.87e-01,2.21e-01
PWY-5724: superpathway of atrazine degradation,-0.439614672532005,-5.03680247665114,-1.22328543457183,0.221815294566843,0.487351221760678,-5.86048296992291,4.87e-01,2.22e-01
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis,-0.862961147115639,-4.68100469182255,-1.21858227812814,0.223594554278007,0.487351221760678,-5.88594585936292,4.87e-01,2.24e-01
PWY-6565: superpathway of polyamine biosynthesis III,-0.545412132718943,-4.94488282602681,-1.21665231461481,0.224327637531205,0.487351221760678,-5.852466303647,4.87e-01,2.24e-01
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),0.248034592797252,8.28603640822059,1.21432690473189,0.225213215425613,0.487351221760678,-7.17313379060094,4.87e-01,2.25e-01
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",-0.974959859587243,-4.40775646939274,-1.21224445916704,0.226008389338553,0.487351221760678,-5.83758878182624,4.87e-01,2.26e-01
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis,0.249269248527763,9.07275885678593,1.21085767521896,0.226539041240694,0.487351221760678,-7.7050302232619,4.87e-01,2.27e-01
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,-0.773487895069374,-4.67874953757023,-1.21082369076423,0.226552056550915,0.487351221760678,-5.87709138822445,4.87e-01,2.27e-01
PWY-5845: superpathway of menaquinol-9 biosynthesis,1.45703114726672,3.04862909708039,1.21002888332101,0.226856603194735,0.487351221760678,-5.47814854697089,4.87e-01,2.27e-01
URSIN-PWY: ureide biosynthesis,3.92651020278661,-3.97757598592722,1.20956621214823,0.227034019873725,0.487351221760678,-4.79462969331199,4.87e-01,2.27e-01
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,1.97827035645203,1.02840671393079,1.20853301363121,0.227430570154983,0.487351221760678,-5.11114768107754,4.87e-01,2.27e-01
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative),-0.549201512013742,-4.95964431656119,-1.20424719938009,0.229080789181495,0.487394720523868,-5.89888172179365,4.87e-01,2.29e-01
PWY-5896: superpathway of menaquinol-10 biosynthesis,-3.15702339019282,0.675450601961152,-1.20351848941182,0.229362221422997,0.487394720523868,-4.86284645950006,4.87e-01,2.29e-01
PWY-7528: L-methionine salvage cycle I (bacteria and plants),-0.490233731388834,-5.0124487965294,-1.19571714016071,0.232390621789627,0.489780781356698,-5.89062249301666,4.90e-01,2.32e-01
"PWY-7039: phosphatidate metabolism, as a signaling molecule",3.40750889632852,-4.53425627158683,1.19567826787788,0.23240578252612,0.489780781356698,-4.79041171938111,4.90e-01,2.32e-01
TCA: TCA cycle I (prokaryotic),0.446607587827366,6.28635899255289,1.19195086925309,0.233862792276672,0.490823144284373,-6.30094161638579,4.91e-01,2.34e-01
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),2.5273512781975,-1.0631917276078,1.18821071115483,0.235331305022298,0.491726063844311,-4.90047607628187,4.92e-01,2.35e-01
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,1.25676646510115,4.11237046919664,1.18480080009014,0.236675846475018,0.491726063844311,-5.5936820793437,4.92e-01,2.37e-01
PWY-7279: aerobic respiration II (cytochrome c) (yeast),-0.443231808802809,-4.99444503241738,-1.18056099866941,0.238355202664944,0.491726063844311,-5.90876306435099,4.92e-01,2.38e-01
PWY-5994: palmitate biosynthesis (type I fatty acid synthase),3.46837901095892,-2.99245546622598,1.17928050246536,0.238864053363537,0.491726063844311,-4.84620378027352,4.92e-01,2.39e-01
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.447582342709882,6.75837898274729,1.17633443999642,0.240037694057161,0.491726063844311,-6.47116220024602,4.92e-01,2.40e-01
PWY-6785: hydrogen production VIII,-0.517627576359342,-4.96324139280168,-1.17451855703388,0.240763126101482,0.491726063844311,-5.92404130743265,4.92e-01,2.41e-01
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis,-0.504595121997877,-4.97937844863755,-1.17382104572539,0.241042188158976,0.491726063844311,-5.92055346084327,4.92e-01,2.41e-01
PWY-1501: mandelate degradation I,-0.613429358378773,-4.82359288119617,-1.16391162653077,0.245031469335186,0.495047612254775,-5.92315346532761,4.95e-01,2.45e-01
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,0.190458473734635,8.41279842734758,1.1593922304353,0.24686620965802,0.495047612254775,-7.13497982833654,4.95e-01,2.47e-01
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis,-0.464215526294816,-5.01383559308395,-1.15478876858383,0.248744980640602,0.495047612254775,-5.92668148126114,4.95e-01,2.49e-01
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),-0.547848348926783,7.32237021634195,-1.15184921617035,0.249949909165602,0.495047612254775,-6.1663557633923,4.95e-01,2.50e-01
P241-PWY: coenzyme B biosynthesis,-0.932720355690299,-4.62516984746194,-1.15180736056021,0.249967095346562,0.495047612254775,-5.92237069494881,4.95e-01,2.50e-01
PWY-6703: preQ0 biosynthesis,0.247834685130107,7.86525252705903,1.14884966616112,0.251183640692459,0.495047612254775,-6.88878100660236,4.95e-01,2.51e-01
PWY-7616: methanol oxidation to carbon dioxide,2.75337739105241,-2.74746840232074,1.14871138515763,0.251240619031947,0.495047612254775,-4.85514472168693,4.95e-01,2.51e-01
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I,-0.541046473163835,-4.95463833176893,-1.14784716160678,0.251596925107796,0.495047612254775,-5.93900436039436,4.95e-01,2.52e-01
PWY-7118: chitin deacetylation,3.67784366040325,-3.92587114707229,1.14706647637546,0.251919093426343,0.495047612254775,-4.84495622667596,4.95e-01,2.52e-01
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,-0.54274048119696,7.37086301125835,-1.14377004204378,0.253282626511681,0.495047612254775,-6.1972378244697,4.95e-01,2.53e-01
PWY-3001: superpathway of L-isoleucine biosynthesis I,0.18666717958177,8.71164935270352,1.14234833323601,0.253872288888964,0.495047612254775,-7.4714308786446,4.95e-01,2.54e-01
PWY-5055: nicotinate degradation III,-0.550724304755133,-4.93315295250826,-1.13984349210692,0.254913517626123,0.495047612254775,-5.97497122295437,4.95e-01,2.55e-01
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",3.60813267219669,-4.12202400304455,1.13683299153728,0.256168879174696,0.495047612254775,-4.85114038493064,4.95e-01,2.56e-01
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II,1.2040725349184,-4.9148165807087,1.1356907376138,0.256646317938772,0.495047612254775,-5.15823605468557,4.95e-01,2.57e-01
PWY-5100: pyruvate fermentation to acetate and lactate II,0.311400293362729,7.969637707795,1.13429482449894,0.257230622053952,0.495047612254775,-6.95517322542841,4.95e-01,2.57e-01
PWY-5532: nucleoside and nucleotide degradation (archaea),-0.616060408899207,-4.9170096089144,-1.13187812729983,0.25824439601845,0.495130232967705,-5.96143914437192,4.95e-01,2.58e-01
PWY-3781: aerobic respiration I (cytochrome c),-0.463693357469745,-4.97431940718732,-1.12675282234845,0.260403582934691,0.496443682533319,-5.97143592784179,4.96e-01,2.60e-01
PWY-7527: L-methionine salvage cycle III,-0.518012841317698,-4.97539079021206,-1.12563469355718,0.260876288076332,0.496443682533319,-5.95898161064369,4.96e-01,2.61e-01
P261-PWY: coenzyme M biosynthesis I,-0.501102898273537,-4.98097118616989,-1.1198513754245,0.263330770800096,0.499251647241817,-5.98976174236351,4.99e-01,2.63e-01
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),0.313426901072178,8.39565459408038,1.11706055680907,0.264520915249924,0.499379534878242,-7.25759400251837,4.99e-01,2.65e-01
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",-0.736470258074948,-4.69013857281635,-1.11282153497334,0.266335751935062,0.499379534878242,-5.97265601503332,4.99e-01,2.66e-01
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",-0.736470258074948,-4.69013857281635,-1.11282153497334,0.266335751935062,0.499379534878242,-5.97265601503332,4.99e-01,2.66e-01
PWY66-388: ceramide degradation by &alpha;-oxidation,3.55394514788056,-4.03629314531413,1.10672211136954,0.268962127044102,0.500135462220643,-4.88238507861184,5.00e-01,2.69e-01
HSERMETANA-PWY: L-methionine biosynthesis III,0.246210903884457,8.17125398139856,1.10535059272698,0.269555142521833,0.500135462220643,-7.1305693271245,5.00e-01,2.70e-01
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,1.42275939231617,2.630998722063,1.10382834905673,0.270214381266645,0.500135462220643,-5.43823416343347,5.00e-01,2.70e-01
PWY-6700: queuosine biosynthesis I (de novo),0.266783587262592,8.69642036307579,1.09909378721286,0.272271864835466,0.500135462220643,-7.47862045728478,5.00e-01,2.72e-01
PWY-5178: toluene degradation IV (aerobic) (via catechol),-0.696840420841748,-4.70502950434761,-1.09838074427067,0.27258265907584,0.500135462220643,-5.98142563206812,5.00e-01,2.73e-01
PWY-5897: superpathway of menaquinol-11 biosynthesis,1.08850238996992,3.97817629850375,1.09380205388684,0.274584175336823,0.500135462220643,-5.77558480051508,5.00e-01,2.75e-01
PWY-5898: superpathway of menaquinol-12 biosynthesis,1.08850238996992,3.97817629850375,1.09380205388684,0.274584175336823,0.500135462220643,-5.77558480051508,5.00e-01,2.75e-01
PWY-5899: superpathway of menaquinol-13 biosynthesis,1.08850238996992,3.97817629850375,1.09380205388684,0.274584175336823,0.500135462220643,-5.77558480051508,5.00e-01,2.75e-01
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,-0.535298320299513,5.67889626101063,-1.08979024629058,0.276346142223963,0.500736869600478,-5.63876725468742,5.01e-01,2.76e-01
PWY-6612: superpathway of tetrahydrofolate biosynthesis,1.20952799025194,3.6157514721829,1.08858262701621,0.276878033779088,0.500736869600478,-5.525544613032,5.01e-01,2.77e-01
PWY-6748: nitrate reduction VII (denitrification),0.987004427952974,-4.98104583978356,1.08428177764295,0.27877800945136,0.502391465795737,-5.29848728771119,5.02e-01,2.79e-01
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I,0.969478389444115,4.28835169909735,1.08152616798973,0.28000001419393,0.50281692689755,-5.69474090268537,5.03e-01,2.80e-01
PWY-6151: S-adenosyl-L-methionine salvage I,0.243307046181707,8.71541886875574,1.07803051675121,0.281555444846562,0.503836059199111,-7.47136966602011,5.04e-01,2.82e-01
THRESYN-PWY: superpathway of L-threonine biosynthesis,0.16425144254883,8.49279808090126,1.06717495196574,0.286423191245413,0.510754641731331,-7.38016534446444,5.11e-01,2.86e-01
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,1.87338862506838,-4.84519592111378,1.0637086870897,0.287989439474424,0.511758237393576,-5.03906523295503,5.12e-01,2.88e-01
PWY-5415: catechol degradation I (meta-cleavage pathway),3.20123677059236,-3.63943582816378,1.06012625072228,0.2896142583913,0.512858582567928,-4.91636566822057,5.13e-01,2.90e-01
PWY-5419: catechol degradation to 2-hydroxypentadienoate II,-0.505264334561694,-4.94921986152817,-1.04727205678977,0.295495191164699,0.521462102055351,-6.03768572316521,5.21e-01,2.95e-01
TYRFUMCAT-PWY: L-tyrosine degradation I,-0.492354130168633,-4.97031268837251,-1.04317623503378,0.29738581007605,0.522988838409605,-6.03614225589304,5.23e-01,2.97e-01
DAPLYSINESYN-PWY: L-lysine biosynthesis I,0.589409735634414,6.4140523626266,1.03548672203908,0.300957129701278,0.526446044924145,-6.5716714096392,5.26e-01,3.01e-01
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation,-0.489675364610157,6.15760985539015,-1.03450279028146,0.301416166897746,0.526446044924145,-5.88778779721776,5.26e-01,3.01e-01
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,3.06070671404427,-3.41886039954872,1.01558929828703,0.310330827136303,0.536114708205523,-4.95990590692789,5.36e-01,3.10e-01
AEROBACTINSYN-PWY: aerobactin biosynthesis,-0.829924358394517,-4.63250177301174,-1.01530535891388,0.310465975581205,0.536114708205523,-6.05551973629978,5.36e-01,3.10e-01
PWY-7242: D-fructuronate degradation,-0.529221108860497,5.85053395065216,-1.01466671326937,0.310770098227575,0.536114708205523,-5.7891381289209,5.36e-01,3.11e-01
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I,0.791392691719073,5.90724348098508,1.01213265330423,0.31197875886483,0.536114708205523,-6.36819351395123,5.36e-01,3.12e-01
PWY-5838: superpathway of menaquinol-8 biosynthesis I,1.02199961122001,4.06521614138632,1.0116528104473,0.312207977131451,0.536114708205523,-5.87467790513831,5.36e-01,3.12e-01
PWY-5420: catechol degradation II (meta-cleavage pathway),-0.513139574466244,-4.93773027524609,-1.00200061528634,0.316842413944243,0.542247084266992,-6.08137972805559,5.42e-01,3.17e-01
PWY-5156: superpathway of fatty acid biosynthesis II (plant),-0.840541522584093,-4.65272439313344,-0.99955381654747,0.318024383525538,0.542449617384697,-6.10361244727846,5.42e-01,3.18e-01
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),-0.41369738423301,7.80285144252215,-0.99154874349221,0.32191160057748,0.544614273328023,-6.58468043302093,5.45e-01,3.22e-01
