feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
P163-PWY: L-lysine fermentation to acetate and butanoate,0.602706539897094,-1.88542166218039,1.70936533338848,0.0880222943453904,0.289478864457424,-4.21554650160588,0.289,0.088
PWY-7270: L-methionine salvage cycle II (plants),-0.0904305303466532,-5.05876426071373,-1.70654297279189,0.0885464761869767,0.289478864457424,-4.47712559084124,0.289,0.0885
PWY-6630: superpathway of L-tyrosine biosynthesis,0.565764061310154,-3.09781785049671,1.70052666232561,0.0896722773723105,0.291292111209416,-4.18210882914447,0.291,0.0897
PHOTOALL-PWY: oxygenic photosynthesis,-0.0831072241577611,-5.04767768539782,-1.69478280923601,0.0907578543569574,0.291927375939995,-4.49375809472537,0.292,0.0908
RUMP-PWY: formaldehyde oxidation I,0.495918622273938,2.33434254348797,1.68636473091903,0.092367985883495,0.291927375939995,-4.21462783365345,0.292,0.0924
DAPLYSINESYN-PWY: L-lysine biosynthesis I,0.251163078174922,6.4140523626266,1.67963852501254,0.0936709839733472,0.291927375939995,-4.56407017505586,0.292,0.0937
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),0.671549187302169,-0.0905774289836923,1.67510649180093,0.0945572377383241,0.291927375939995,-4.27316694312029,0.292,0.0946
PWY-6060: malonate degradation II (biotin-dependent),-0.08523568908626,-5.05327668221422,-1.67250768507796,0.0950684761634627,0.291927375939995,-4.52863713996958,0.292,0.0951
PWY-6210: 2-aminophenol degradation,0.279814812639581,-4.21792509077365,1.67079303025575,0.0954069983134317,0.291927375939995,-4.33911763622089,0.292,0.0954
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),0.157619822635175,6.6640975757943,1.67051486291733,0.0954620077174878,0.291927375939995,-4.67033150123041,0.292,0.0955
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.422992412183192,-3.49070835292234,1.66949659490091,0.0956635942162627,0.291927375939995,-4.23405942389542,0.292,0.0957
PWY-5692: allantoin degradation to glyoxylate II,0.33411267862183,-3.82301367330248,1.66644195428996,0.0962703730415719,0.291927375939995,-4.27189140200764,0.292,0.0963
URDEGR-PWY: superpathway of allantoin degradation in plants,0.33411267862183,-3.82301367330248,1.66644195428996,0.0962703730415719,0.291927375939995,-4.27189140200764,0.292,0.0963
PWY-7234: inosine-5'-phosphate biosynthesis III,0.155824574287051,6.99852439148962,1.66300565720536,0.0969566528604392,0.291927375939995,-4.81143734689667,0.292,0.097
PWY-7664: oleate biosynthesis IV (anaerobic),0.15071411971327,6.79281216624841,1.66155929258671,0.0972466844878186,0.291927375939995,-4.73543371983263,0.292,0.0972
PWY-6174: mevalonate pathway II (haloarchaea),0.321683799360233,-4.23533132842652,1.66028808219596,0.0975021674763505,0.291927375939995,-4.36024090275662,0.292,0.0975
PWY-6641: superpathway of sulfolactate degradation,-0.0814274889944043,-5.02548331891822,-1.65840539074313,0.097881531932822,0.291927375939995,-4.54676413376641,0.292,0.0979
PWY-7399: methylphosphonate degradation II,0.367253219554393,-3.74265716212671,1.6406208867927,0.101523778582427,0.301029808587428,-4.2937480199879,0.301,0.102
PWY-6608: guanosine nucleotides degradation III,0.106873265463817,6.92076496571336,1.63656803063356,0.102368762115571,0.301780743808908,-4.80740565909127,0.302,0.102
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis,0.178502286999785,-4.83906166757961,1.62998415307068,0.103753396821289,0.304104783786537,-4.55056251719952,0.304,0.104
PWY0-862: (5Z)-dodecenoate biosynthesis I,0.153397510069831,6.66119692809339,1.61884461854848,0.106130075150065,0.309293361865904,-4.74957438321413,0.309,0.106
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative),-0.127497926937946,-4.95964431656119,-1.60615756898112,0.10888945125751,0.315531932621193,-4.6128015567226,0.316,0.109
PWY-6549: L-glutamine biosynthesis III,0.169917735082772,5.54937533499956,1.59563367601181,0.111221281818755,0.320468100155736,-4.46520487917049,0.32,0.111
PWY-5989: stearate biosynthesis II (bacteria and plants),0.144771077226808,6.66618181550363,1.59050047305899,0.112372927623976,0.321967376900155,-4.7896802954778,0.322,0.112
AST-PWY: L-arginine degradation II (AST pathway),0.595690307795188,-1.51913990758052,1.58766065957099,0.11301408672845,0.32199544263413,-4.32413145073128,0.322,0.113
PWY-5791,0.598305355657275,-0.0980050305911027,1.58317519170655,0.11403268044935,0.32247174334006,-4.33402987891512,0.322,0.114
P122-PWY: heterolactic fermentation,0.645766131443599,-0.856129722122511,1.58136476436131,0.114445854008923,0.32247174334006,-4.34212195304004,0.322,0.114
PWY-6785: hydrogen production VIII,-0.119423356142974,-4.96324139280168,-1.57625102641112,0.115619290667864,0.323988122201157,-4.65750709866419,0.324,0.116
PWY-6215: 4-chlorobenzoate degradation,0.253792342419649,-4.27593103004436,1.56809630923873,0.117510138932636,0.327487272435216,-4.49312526116745,0.327,0.118
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),-0.179507010861266,-4.84058965849612,-1.56166043177561,0.119019557054276,0.329891163574352,-4.65764885917854,0.33,0.119
PWY-101: photosynthesis light reactions,-0.109628136526955,-4.97524654818866,-1.55555253302888,0.120466111892094,0.332095767918747,-4.68866880100278,0.332,0.12
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation,-0.0859572588545554,-5.05936262066545,-1.55031592089155,0.121717276901807,0.332687529711421,-4.70781487312754,0.333,0.122
PWY-5840: superpathway of menaquinol-7 biosynthesis,0.431307767613137,3.77547188992881,1.54919910587955,0.121985427560854,0.332687529711421,-4.3467348992088,0.333,0.122
GALLATE-DEGRADATION-I-PWY: gallate degradation II,-0.0849854961322131,-5.05962257843377,-1.54303881690808,0.123472864938544,0.333180746659563,-4.71805792344682,0.333,0.123
GALLATE-DEGRADATION-II-PWY: gallate degradation I,-0.0849854961322131,-5.05962257843377,-1.54303881690808,0.123472864938544,0.333180746659563,-4.71805792344682,0.333,0.123
P621-PWY: nylon-6 oligomer degradation,0.560095879958959,-0.874864967129985,1.53593294042724,0.125206219277193,0.336079851744045,-4.37121167983474,0.336,0.125
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.576312634627837,-0.32947020652383,1.52320599212714,0.128358224747581,0.340307151590095,-4.3794745993255,0.34,0.128
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.334206402540046,5.66707907323667,1.52302824720172,0.128402679833939,0.340307151590095,-4.59304861153532,0.34,0.128
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,-0.118131947875486,5.96791002110583,-1.52150995841387,0.128782902464487,0.340307151590095,-4.64399075303126,0.34,0.129
PWY66-398: TCA cycle III (animals),0.530680977854167,0.924421207823857,1.51562690815364,0.130264478400944,0.340868192087913,-4.37436625389148,0.341,0.13
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans),-0.0745054593244007,-5.06220927294574,-1.51201960855352,0.131179474660631,0.340868192087913,-4.76150460209591,0.341,0.131
PWY0-781: aspartate superpathway,0.32740606773523,5.68709149897029,1.51047925349144,0.131571707493416,0.340868192087913,-4.61344517956595,0.341,0.132
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),-0.116135950016504,5.73739347180985,-1.50942982104768,0.131839454632344,0.340868192087913,-4.60906986374622,0.341,0.132
PWY-5838: superpathway of menaquinol-8 biosynthesis I,0.424814107902082,4.06521614138632,1.50706373242826,0.132444680926434,0.340868192087913,-4.40227672907627,0.341,0.132
PWY-5308: superpathway of sulfur metabolism (Desulfocapsa sulfoexigens),-0.0736805413647643,-5.06243586746082,-1.50244301761808,0.133632843766922,0.340868192087913,-4.7746279285975,0.341,0.134
PWY0-1338: polymyxin resistance,0.568333277764613,-1.64987368449415,1.50228430700971,0.133673800818789,0.340868192087913,-4.3819361103594,0.341,0.134
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,0.414361182373229,3.63359082926608,1.49573767914507,0.135371734853061,0.343480521268961,-4.39483280692486,0.343,0.135
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,0.574211586424741,-1.8894309035673,1.49087656327305,0.136643290894589,0.344762103614452,-4.38786995116507,0.345,0.137
PWY-5863: superpathway of phylloquinol biosynthesis,0.557706411827816,-0.0912334729793563,1.48631048650411,0.137846073473734,0.344762103614452,-4.39945750002922,0.345,0.138
PWY-2723: trehalose degradation V,0.480525764166968,3.973118917232,1.48608817879944,0.137904841445781,0.344762103614452,-4.4235240695073,0.345,0.138
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.1915655276672,5.10160378847144,1.47397463200725,0.141136486969283,0.35112004075285,-4.53559436278263,0.351,0.141
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,0.641219362232284,0.37362349886804,1.47055202348662,0.142060067242928,0.351702108222783,-4.40699906826564,0.352,0.142
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens),-0.526324568550608,2.41336877347402,-1.46599712207839,0.143296405932963,0.353049116066721,-4.40378876055542,0.353,0.143
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),0.569649522908906,-1.0631917276078,1.46169240947971,0.144472430537106,0.354235286413098,-4.41557195894648,0.354,0.144
CENTFERM-PWY: pyruvate fermentation to butanoate,0.187840774925328,4.79273798947732,1.45215342647142,0.147104853561002,0.358963996727805,-4.51744287244512,0.359,0.147
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.158067042682493,5.80205519223083,1.44750320245217,0.148401417418157,0.360403442301239,-4.71962782662128,0.36,0.148
ECASYN-PWY: enterobacterial common antigen biosynthesis,0.525881173179344,-1.73480377041083,1.4430774306439,0.149643514350931,0.360615897185162,-4.42323916708576,0.361,0.15
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.135735864253983,6.92438781184147,1.44076474310018,0.150295729366607,0.360615897185162,-5.11670256812824,0.361,0.15
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis,0.649356541677289,0.275787699995666,1.43859143824514,0.150910615763569,0.360615897185162,-4.4282884896586,0.361,0.151
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,0.1686464826612,5.02531100965995,1.43715788188646,0.151317258818872,0.360615897185162,-4.57152628066421,0.361,0.151
PWY-5897: superpathway of menaquinol-11 biosynthesis,0.396743171348329,3.97817629850375,1.42108796138266,0.155933131861343,0.36647878916721,-4.48419650956072,0.366,0.156
PWY-5898: superpathway of menaquinol-12 biosynthesis,0.396743171348329,3.97817629850375,1.42108796138266,0.155933131861343,0.36647878916721,-4.48419650956072,0.366,0.156
PWY-5899: superpathway of menaquinol-13 biosynthesis,0.396743171348329,3.97817629850375,1.42108796138266,0.155933131861343,0.36647878916721,-4.48419650956072,0.366,0.156
PWY-5100: pyruvate fermentation to acetate and lactate II,-0.0641577937954002,7.969637707795,-1.41523258973435,0.157641392162645,0.367270285768245,-5.79613977188854,0.367,0.158
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I",0.423710584479858,-3.14713522734293,1.41499781420906,0.157710181535776,0.367270285768245,-4.48004956969288,0.367,0.158
PWY-7528: L-methionine salvage cycle I (bacteria and plants),-0.0977237694015266,-5.0124487965294,-1.41122113733494,0.158819887422176,0.368173375387772,-4.88677248383397,0.368,0.159
PWY0-1061: superpathway of L-alanine biosynthesis,0.516757516689853,-1.88475770929773,1.40628797826473,0.160278320324443,0.369873046902562,-4.44782776639254,0.37,0.16
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0.365399604710911,2.73183459577426,1.396856072297,0.163094992669725,0.371384393628815,-4.46198599542034,0.371,0.163
PWY-7511: protein ubiquitination,-0.0694492509574564,-5.03295237743411,-1.39578072462379,0.163418489349292,0.371384393628815,-4.91302978205485,0.371,0.163
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,0.126191046593526,6.63905416001476,1.39396279689083,0.163966479409124,0.371384393628815,-5.05219085384859,0.371,0.164
PWY66-399: gluconeogenesis III,0.0977361776173586,6.84962220267956,1.39333239915736,0.164156828355661,0.371384393628815,-5.14997457128161,0.371,0.164
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",0.643277536790285,0.838542588361516,1.39062649568449,0.164975774526017,0.371384393628815,-4.45841429610075,0.371,0.165
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,0.116258947320113,6.7756319931627,1.38935776864564,0.165360817660605,0.371384393628815,-5.11258170776713,0.371,0.165
P441-PWY: superpathway of N-acetylneuraminate degradation,0.101860796892671,6.45757215001378,1.38715589190626,0.166030670092882,0.371384393628815,-4.99170317539268,0.371,0.166
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,0.466808409528798,-2.18274171406718,1.38271014159262,0.167389387786238,0.372752219245283,-4.46563048724264,0.373,0.167
PWY66-389: phytol degradation,0.484283658744548,-0.0751713586805362,1.38038301111895,0.168103942012579,0.372752219245283,-4.46692754007113,0.373,0.168
PWY-5675: nitrate reduction V (assimilatory),0.534853621385555,-0.120182486677881,1.36229759998876,0.173735621212302,0.382390321127413,-4.47723504300302,0.382,0.174
PWY-6731: starch degradation III,0.42411358826455,4.0198426700491,1.35906491950259,0.174756982729044,0.382390321127413,-4.55040643892528,0.382,0.175
PWY-5913: partial TCA cycle (obligate autotrophs),0.259565628842554,5.70247492523943,1.35852113133469,0.174929232802293,0.382390321127413,-4.81656727377762,0.382,0.175
FAO-PWY: fatty acid &beta;-oxidation I (generic),0.578021118282033,-0.570644595273049,1.3536497430954,0.176477964553377,0.382390321127413,-4.48237445966417,0.382,0.176
PWY-5101: L-isoleucine biosynthesis II,0.536380439137961,-1.11824293291888,1.35357951429347,0.176500366703205,0.382390321127413,-4.48217606044641,0.382,0.177
PWY-7031: protein N-glycosylation (bacterial),0.308332414623239,-3.73380725707795,1.35217371691023,0.176949246639352,0.382390321127413,-4.63860481362165,0.382,0.177
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),-0.106281215127248,6.77983178100656,-1.34274926960049,0.179980585929549,0.386861130998969,-5.15080780495405,0.387,0.18
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.116548245567859,4.87272335476406,1.34103782456866,0.180535194466186,0.386861130998969,-4.64861591456502,0.387,0.181
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate,0.470068729610057,-2.08244554680151,1.31558297212049,0.188934944673989,0.401486757432226,-4.5112076912852,0.401,0.189
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,0.470068729610057,-2.08244554680151,1.31558297212049,0.188934944673989,0.401486757432226,-4.5112076912852,0.401,0.189
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),0.576199114922864,1.71877126583103,1.30082851827619,0.193934201739539,0.410168805744459,-4.51948678848202,0.41,0.194
GLYCOCAT-PWY: glycogen degradation I,0.434739294634242,4.72868990555974,1.29758875193835,0.195044859150107,0.410168805744459,-4.69781750635127,0.41,0.195
RHAMCAT-PWY: L-rhamnose degradation I,-0.0565148099846408,7.18467047430901,-1.2964586719383,0.195433372148831,0.410168805744459,-5.40213257943363,0.41,0.195
PWY-5420: catechol degradation II (meta-cleavage pathway),0.112779209936594,-4.93773027524609,1.28687047821572,0.198752642327832,0.415425604865551,-5.01449251293021,0.415,0.199
UNINTEGRATED,-0.023216967804347,19.5339813562478,-1.282541977451,0.200264566453614,0.415777413192958,-4.63695333510463,0.416,0.2
PWY-181: photorespiration,-0.0710518461610117,-5.03703443725809,-1.28172333718,0.200551458128368,0.415777413192958,-5.05162846602397,0.416,0.201
PWY-7269: mitochondrial NADPH production (yeast),0.420561011397608,-2.183980627278,1.26601857314681,0.206113555260323,0.423786602096182,-4.55340668592262,0.424,0.206
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,-0.0769045277696844,6.68034051692237,-1.26350912110665,0.207012633297834,0.423786602096182,-5.20486513559044,0.424,0.207
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.263261449959898,3.32245334412436,1.26338194480144,0.207058273491809,0.423786602096182,-4.58385171396869,0.424,0.207
PWY-5183: superpathway of aerobic toluene degradation,0.0758073877722215,-5.0291440598323,1.26083713515942,0.207973078296107,0.423786602096182,-5.06515106411311,0.424,0.208
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),0.057650885767055,7.58897921850063,1.25918243038793,0.208569484561062,0.423786602096182,-5.6886736146884,0.424,0.209
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.213931661622637,5.67264057433342,1.25371906278348,0.210547478089383,0.42610799137137,-4.92374762879934,0.426,0.211
PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation),-0.0610948173128783,-5.01324447555642,-1.24154824272352,0.215002750101094,0.430209656888622,-5.09803141506748,0.43,0.215
PWY-5419: catechol degradation to 2-hydroxypentadienoate II,0.102161553649046,-4.94921986152817,1.24040967985294,0.215422994589423,0.430209656888622,-5.07076046138309,0.43,0.215
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",-0.0724598158443966,-5.00690911683608,-1.23638164683068,0.216914509034302,0.430209656888622,-5.09645385447648,0.43,0.217
THREOCAT-PWY: superpathway of L-threonine metabolism,0.452110233507183,-2.00675309267235,1.23459679410533,0.217577788168069,0.430209656888622,-4.56457559294658,0.43,0.218
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation),0.397051394403696,-2.09818482808791,1.23146277082768,0.218745977267977,0.430209656888622,-4.56885975577117,0.43,0.219
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",0.37617468140858,-3.00941687399017,1.23009396395338,0.219257607597187,0.430209656888622,-4.6328862343917,0.43,0.219
ILEUDEG-PWY: L-isoleucine degradation I,-0.0642813599322618,-5.06045453347237,-1.2291903793407,0.219595819836392,0.430209656888622,-5.11320602022967,0.43,0.22
P164-PWY: purine nucleobases degradation I (anaerobic),0.0702662657464471,6.20759969579212,1.22805801230421,0.220020195574861,0.430209656888622,-5.08277381776325,0.43,0.22
PWY-5109: propanoate fermentation to 2-methylbutanoate,-0.0640140216670983,-5.0605772293753,-1.22766900751968,0.220166118525353,0.430209656888622,-5.11492055179735,0.43,0.22
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),-0.0866800575034148,7.48309318003887,-1.21594614398061,0.224596301706344,0.437191274313876,-5.69427262308939,0.437,0.225
LEU-DEG2-PWY: L-leucine degradation I,-0.0613443904933135,-5.0618025202759,-1.21053313663515,0.226663354334002,0.439537303081144,-5.13406984525424,0.44,0.227
PWY-7254: TCA cycle VII (acetate-producers),0.513818111943356,0.360197553089624,1.20625967173428,0.228304840949125,0.440024472765674,-4.56738275309829,0.44,0.228
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II,-0.0625519432293559,-5.05844391510896,-1.20538938271294,0.228640167221379,0.440024472765674,-5.13905094833791,0.44,0.229
"PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)",-0.0599667291449949,-5.06243586746082,-1.2002410834875,0.230631026486328,0.442187306421155,-5.14542875631354,0.442,0.231
PWY-7094: fatty acid salvage,0.414941442450557,-1.92488127879706,1.19693349083022,0.231916583571342,0.44298673266436,-4.58786717588066,0.443,0.232
GALACTUROCAT-PWY: D-galacturonate degradation I,-0.0782882459944122,5.85362429873243,-1.193973113472,0.233071509643315,0.44353160417198,-5.00826290619506,0.444,0.233
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.208004425682415,5.88715369167879,1.1807174078638,0.238293100552455,0.451782458296476,-5.06587797001945,0.452,0.238
PWY-2941: L-lysine biosynthesis II,0.0699719833052369,7.26058164016135,1.16494331848,0.244613982100471,0.457049709007485,-5.63788668134742,0.457,0.245
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation),0.372595068584856,-2.12747954686294,1.16483937683466,0.244656020704007,0.457049709007485,-4.61200447989264,0.457,0.245
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation),0.372595068584856,-2.12747954686294,1.16483937683466,0.244656020704007,0.457049709007485,-4.61200447989264,0.457,0.245
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation),0.372595068584856,-2.12747954686294,1.16483937683466,0.244656020704007,0.457049709007485,-4.61200447989264,0.457,0.245
PWY66-409: superpathway of purine nucleotide salvage,0.154514392627982,6.44181430922557,1.15369923737471,0.249191105596029,0.46324684759334,-5.25371509605871,0.463,0.249
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,0.130311795487028,5.07908336694695,1.15223884004526,0.249789966839546,0.46324684759334,-4.87394514453228,0.463,0.25
P562-PWY: myo-inositol degradation I,-0.238666843218336,-3.85021033928671,-1.14374805238634,0.253291739564834,0.466778429769163,-4.90916753506003,0.467,0.253
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation),0.373942003293507,-2.11845409990352,1.14318597736718,0.253524754992271,0.466778429769163,-4.62534578760954,0.467,0.254
GLUDEG-I-PWY: GABA shunt,0.247411594455108,3.89382092670547,1.1268025625435,0.260382568367244,0.477664169556959,-4.73318479206207,0.478,0.26
PWY-5677: succinate fermentation to butanoate,0.368786486857878,0.561476425014335,1.12460909323697,0.261310398639983,0.477664169556959,-4.60980654003916,0.478,0.261
PWY-6313: serotonin degradation,-0.0671544292659502,-5.00226875389335,-1.12065327392189,0.262989487826269,0.479016567112132,-5.21918924008766,0.479,0.263
PWY-2942: L-lysine biosynthesis III,-0.020913243455018,8.82661731514256,-1.11180727389669,0.266771255091944,0.481156616465251,-7.12002403292757,0.481,0.267
P42-PWY: incomplete reductive TCA cycle,0.200183265655066,5.12897814752146,1.11112967622101,0.267062475458634,0.481156616465251,-4.92767021456461,0.481,0.267
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),0.297668662529581,5.44417735428878,1.10737065348575,0.268682024321284,0.481156616465251,-5.02097890243547,0.481,0.269
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,-0.0420837837358565,7.49169979867388,-1.10687679917285,0.268895299751433,0.481156616465251,-5.8033507291328,0.481,0.269
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),0.0741052279235897,6.76829649093994,1.10570247209723,0.269402911615405,0.481156616465251,-5.43187078525817,0.481,0.269
PWY-7391: isoprene biosynthesis II (engineered),0.245511491106836,-3.82866468873567,1.10472696574861,0.269825082958945,0.481156616465251,-4.91773650660945,0.481,0.27
PWY-7431: aromatic biogenic amine degradation (bacteria),-0.0654938158505769,-5.00251510872149,-1.0995586108422,0.272069393059271,0.482610431296368,-5.24043909680243,0.483,0.272
PWY-6524: lychnose and isolychnose biosynthesis,-0.0480082868398614,-5.0618025202759,-1.09849475362424,0.272532949437949,0.482610431296368,-5.2519663962768,0.483,0.273
PWY-5499: vitamin B6 degradation,-0.0484935833135232,-5.06161844311473,-1.08004879237253,0.280656673596889,0.492966080607749,-5.27029408892391,0.493,0.281
PWY-5367: petroselinate biosynthesis,0.421144724678284,0.724864149265564,1.07926683213425,0.281004661134116,0.492966080607749,-4.63337915164866,0.493,0.281
PWY-7392: taxadiene biosynthesis (engineered),-0.131302206882122,6.16167177597527,-1.07662944718626,0.282180514876084,0.492966080607749,-5.2263002038711,0.493,0.282
PWY-6527: stachyose degradation,0.0604980902280336,7.79360454965593,1.07542429326523,0.282718934181352,0.492966080607749,-6.01934980222308,0.493,0.283
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),0.0669141224944956,7.1053377808465,1.07431789789878,0.283213846309942,0.492966080607749,-5.62103561664163,0.493,0.283
PENTOSE-P-PWY: pentose phosphate pathway,-0.0411924137874772,7.52633338693861,-1.07088246334498,0.284754333503624,0.493961598934858,-5.89523408117113,0.494,0.285
PWY-7400: L-arginine biosynthesis IV (archaebacteria),0.0369878530279591,8.81144435485343,1.06797361632641,0.28606313057155,0.494549818954206,-7.14037992916699,0.495,0.286
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,-0.0210827257012048,8.41279842734758,-1.06102937632524,0.289204061951943,0.4982907824172,-6.74085145864301,0.498,0.289
"PWY-7013: (S)-propane-1,2-diol degradation",0.155976646031446,4.8464147503015,1.05039074770559,0.294061038737854,0.504953298842779,-4.91622864436081,0.505,0.294
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,0.386710465807931,-1.76510563897372,1.04253530548805,0.297682393506965,0.50662471676943,-4.669956032365,0.507,0.298
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,0.0809769987657229,5.91727074447862,1.0393012164199,0.299181957922822,0.50662471676943,-5.18903746448595,0.507,0.299
GLYOXYLATE-BYPASS: glyoxylate cycle,0.405310967541271,0.711417551768193,1.03740572869322,0.30006319334485,0.50662471676943,-4.65682256729188,0.507,0.3
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0.45167338329716,-1.23003826897505,1.03633106411833,0.300563588401731,0.50662471676943,-4.65804639939028,0.507,0.301
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,0.446094110916293,-1.26374047659538,1.03129443115766,0.302916221268764,0.50662471676943,-4.66104436689473,0.507,0.303
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),0.527467195557483,3.31625801113289,1.02547351149027,0.305650458288413,0.50662471676943,-4.75161234701075,0.507,0.306
PWY-5178: toluene degradation IV (aerobic) (via catechol),0.119451587148184,-4.70502950434761,1.02524233174099,0.30575938732515,0.50662471676943,-5.23039438743017,0.507,0.306
PWY-5724: superpathway of atrazine degradation,-0.0621220665244948,-5.03680247665114,-1.02447839381192,0.306119529048151,0.50662471676943,-5.31715707963827,0.507,0.306
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.150162780600667,6.25195040644099,1.01842246132609,0.308984442338494,0.50662471676943,-5.31139508126246,0.507,0.309
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,-0.0455237028176366,7.03067068393111,-1.01428382527589,0.310952523763669,0.50662471676943,-5.64323954467183,0.507,0.311
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,-0.0455237028176366,7.03067068393111,-1.01428382527589,0.310952523763669,0.50662471676943,-5.64323954467183,0.507,0.311
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,-0.0456537528072697,-5.05008435321351,-1.01214745071625,0.311971691992245,0.50662471676943,-5.334993863797,0.507,0.312
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.0691993992158604,6.9050698533643,1.01058387958726,0.312718999570925,0.50662471676943,-5.62222989882333,0.507,0.313
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),-0.0453410068589739,-5.05212694480425,-1.00608112875763,0.314877687536015,0.50662471676943,-5.34054966771569,0.507,0.315
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)",-0.045301102189059,-5.05265453000702,-1.00527272297113,0.31526628745829,0.50662471676943,-5.34128450877959,0.507,0.315
PWY0-1533: methylphosphonate degradation I,0.238113660182734,-3.54364535195914,1.00520507908221,0.315298818137361,0.50662471676943,-4.90562954145931,0.507,0.315
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome),-0.0452962774548247,-5.05271461934966,-1.00517948217858,0.31531112854253,0.50662471676943,-5.34136906589892,0.507,0.315
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast),-0.0452770174614924,-5.05295860993067,-1.00481101661795,0.315488371022961,0.50662471676943,-5.34170312972825,0.507,0.315
